
------ 3390258342 ::  ------

3388844542::CN::ContextMenu_MinimalDisplayBars_Tutorial_LeftClick = "按住左键 + 拖动以移动.",
3388844542::EN::ContextMenu_MinimalDisplayBars_Tutorial_RightClick = "Right Click for more options.",
3388844542::CN::ContextMenu_MinimalDisplayBars_Tutorial_RightClick = "右键点击以获取更多选项.",
3388844542::EN::ContextMenu_MinimalDisplayBars_Width = "Width",
3388844542::CN::ContextMenu_MinimalDisplayBars_Width = "宽度",
3388844542::EN::ContextMenu_MinimalDisplayBars_boredomlevel = "Boredom Level",
3388844542::CN::ContextMenu_MinimalDisplayBars_boredomlevel = "无聊",
3388844542::EN::ContextMenu_MinimalDisplayBars_calorie = "Calories",
3388844542::CN::ContextMenu_MinimalDisplayBars_calorie = "卡路里",
3388844542::EN::ContextMenu_MinimalDisplayBars_carbohydrates = "Carbohydrates",
3388844542::CN::ContextMenu_MinimalDisplayBars_carbohydrates = "碳水化合物",
3388844542::EN::ContextMenu_MinimalDisplayBars_discomfortlevel = "Discomfort Level",
3388844542::CN::ContextMenu_MinimalDisplayBars_discomfortlevel = "不适",
3388844542::EN::ContextMenu_MinimalDisplayBars_endurance = "Endurance",
3388844542::CN::ContextMenu_MinimalDisplayBars_endurance = "耐力",
3388844542::EN::ContextMenu_MinimalDisplayBars_fatigue = "Fatigue",
3388844542::CN::ContextMenu_MinimalDisplayBars_fatigue = "疲劳",
3388844542::EN::ContextMenu_MinimalDisplayBars_hp = "Health",
3388844542::CN::ContextMenu_MinimalDisplayBars_hp = "生命值",
3388844542::EN::ContextMenu_MinimalDisplayBars_hunger = "Hunger",
3388844542::CN::ContextMenu_MinimalDisplayBars_hunger = "饥饿",
3388844542::EN::ContextMenu_MinimalDisplayBars_lipids = "Lipids",
3388844542::CN::ContextMenu_MinimalDisplayBars_lipids = "脂肪",
3388844542::EN::ContextMenu_MinimalDisplayBars_menu = "Menu",
3388844542::CN::ContextMenu_MinimalDisplayBars_menu = "菜单",
3388844542::EN::ContextMenu_MinimalDisplayBars_proteins = "Proteins",
3388844542::CN::ContextMenu_MinimalDisplayBars_proteins = "蛋白质",
3388844542::EN::ContextMenu_MinimalDisplayBars_sickness = "Sickness",
3388844542::CN::ContextMenu_MinimalDisplayBars_sickness = "疾病",
3388844542::EN::ContextMenu_MinimalDisplayBars_stress = "Stress",
3388844542::CN::ContextMenu_MinimalDisplayBars_stress = "压力",
3388844542::EN::ContextMenu_MinimalDisplayBars_temperature = "Temperature",
3388844542::CN::ContextMenu_MinimalDisplayBars_temperature = "体温",
3388844542::EN::ContextMenu_MinimalDisplayBars_thirst = "Thirst",
3388844542::CN::ContextMenu_MinimalDisplayBars_thirst = "口渴",
3388844542::EN::ContextMenu_MinimalDisplayBars_unhappynesslevel = "Unhappiness Level",
3388844542::CN::ContextMenu_MinimalDisplayBars_unhappynesslevel = "不快乐",
3388844542::EN::ContextMenu_MinimalDisplayBars_wetness = "Wetness",
3388844542::CN::ContextMenu_MinimalDisplayBars_wetness = "潮湿度",
3388844542::EN::UI_ImportPreset_Info = "<H1> <RGB:1,1,1> YOU'RE GOING TO IMPORT THIS PRESET <LINE> <TEXT> <IMAGECENTRE:media/ui/mdbImport%1.png> <LINE> <CENTRE> <SIZE:large> <RGB:0,1,1>Enjoy customizing your Minimal Display Bars! <LINE><LINE> ",
3388844542::CN::UI_ImportPreset_Info = "<H1> <RGB:1,1,1> 您即将导入此预设 <LINE> <TEXT> <IMAGECENTRE:media/ui/mdbImport%1.png> <LINE> <CENTRE> <SIZE:large> <RGB:0,1,1>祝您自定义极简显示栏愉快! <LINE><LINE> ",
3388844542::EN::UI_LoadPreset_Info = "<H1> <RGB:1,1,1> HOW TO LOAD A CUSTOM PRESET FOR MDB! <LINE> <TEXT> <IMAGECENTRE:media/ui/mdbPresetFolder.png> <LINE> <CENTRE> <SIZE:large> <RGB:1,0,0>Follow these simple steps to load your custom preset: <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>1. <SPACE><RGB:1,1,1> Locate the file <SPACE><RGB:0,1,0> "CONFIG.LUA" <SPACE><RGB:1,1,1> that you want to use as a preset. <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>2. <SPACE><RGB:1,1,1> Rename the file to <SPACE><RGB:0,1,0> MDB_Preset.LUA <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>3. <SPACE><RGB:1,1,1> Place the file in the folder: <LINE> <RGB:0,1,0>%UserProfile%\Zomboid\Lua <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>4. <SPACE><RGB:1,1,1> Press <SPACE><RGB:0,1,0> YES <SPACE><RGB:1,1,1> button in the game to confirm and apply your preset. <LINE><LINE> <CENTRE> <SIZE:large> <RGB:0,1,1>Enjoy customizing your Minimal Display Bars! <LINE><LINE> ",
3388844542::CN::UI_LoadPreset_Info = "<H1> <RGB:1,1,1> 如何为 MDB 加载自定义预设! <LINE> <TEXT> <IMAGECENTRE:media/ui/mdbPresetFolder.png> <LINE> <CENTRE> <SIZE:large> <RGB:1,0,0>请按照以下简单步骤加载您的自定义预设: <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>1. <SPACE><RGB:1,1,1> 找到您想用作预设的 <SPACE><RGB:0,1,0> "CONFIG.LUA" <SPACE><RGB:1,1,1> 文件. <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>2. <SPACE><RGB:1,1,1> 将文件重命名为 <SPACE><RGB:0,1,0> MDB_Preset.LUA <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>3. <SPACE><RGB:1,1,1> 将文件放入文件夹: <LINE> <RGB:0,1,0>%UserProfile%\Zomboid\Lua <LINE><LINE> <CENTRE> <SIZE:medium> <RGB:1,0.5,0>4. <SPACE><RGB:1,1,1> 在游戏中按下 <SPACE><RGB:0,1,0> 是 <SPACE><RGB:1,1,1> 按钮以确认并应用您的预设. <LINE><LINE> <CENTRE> <SIZE:large> <RGB:0,1,1>祝您自定义极简显示栏愉快! <LINE><LINE> ",


------ 3413627942 :: MRE Mod [B42] ------

3413627942::EN::ItemName_MREM42.MRE = "MRE",
3413627942::CN::ItemName_MREM42.MRE = "MRE口粮",
3413627942::EN::ItemName_MREM42.MREBox = "MRE Box",
3413627942::CN::ItemName_MREM42.MREBox = "MRE口粮 (整箱)",
3413627942::EN::ItemName_MREM42.MREStack = "MRE Stack",
3413627942::CN::ItemName_MREM42.MREStack = "MRE口粮 (整垛)",
3413627942::EN::Recipe_MakeMREBox = "Make MRE Box",
3413627942::CN::Recipe_MakeMREBox = "制作MRE口粮 (整箱)",
3413627942::EN::Recipe_MakeMREStack = "Make MRE Stack",
3413627942::CN::Recipe_MakeMREStack = "制作MRE口粮 (整垛)",


------ 2946364542 :: Search Containers ------

2946364542::EN::ContextMenu_searchTip = "Type a search term to sort items based on relevance.",
2946364542::CN::ContextMenu_searchTip = "输入搜索词以按相关性对物品进行排序.",


------ 3539114542 ::  ------

3539114542::EN::ContextMenu_InventoryFull = "Inventory full",
3539114542::CN::ContextMenu_InventoryFull = "背包已满",
3539114542::EN::ContextMenu_SpearBigFishCaught = "Caught a big fish",
3539114542::CN::ContextMenu_SpearBigFishCaught = "捕到一条大鱼",
3539114542::EN::ContextMenu_SpearBroke = "My spear broke!",
3539114542::CN::ContextMenu_SpearBroke = "鱼叉断了!",
3539114542::EN::ContextMenu_SpearBroken = "My spear is broken!",
3539114542::CN::ContextMenu_SpearBroken = "我的鱼叉断了!",
3539114542::EN::ContextMenu_SpearFishCaught = "Caught a fish",
3539114542::CN::ContextMenu_SpearFishCaught = "捕到一条鱼",
3539114542::EN::ContextMenu_SpearFishingAction = "Spear Fishing",
3539114542::CN::ContextMenu_SpearFishingAction = "鱼叉捕鱼",
3539114542::EN::ContextMenu_SpearFishingDepleted = "Fish are temporarily absent from the reservoir",
3539114542::CN::ContextMenu_SpearFishingDepleted = "这片水域没鱼了",
3539114542::EN::ContextMenu_SpearFishingDepletedTooltip = "This location is temporarily depleted of fish. Come back in a day.<br>Or find a location further away from here.",
3539114542::CN::ContextMenu_SpearFishingDepletedTooltip = "这里的鱼群暂时枯竭了. 改天再来吧. <br>或者去更远的地方试试.",
3539114542::EN::ContextMenu_SpearFishingFishOut = "We're out of fish, I guess I should come back tomorrow",
3539114542::CN::ContextMenu_SpearFishingFishOut = "鱼都被捕光了, 明天再来吧",
3539114542::EN::ContextMenu_SpearNothing = "Caught nothing",
3539114542::CN::ContextMenu_SpearNothing = "一无所获",
3539114542::EN::ContextMenu_SpearTrashCaught = "Trash...",
3539114542::CN::ContextMenu_SpearTrashCaught = "捞到垃圾...",
3539114542::EN::ContextMenu_SpearWear = "The spear is a little damaged",
3539114542::CN::ContextMenu_SpearWear = "鱼叉有些损坏",
3539114542::EN::Sandbox_SpearFishing = "Spear Fishing",
3539114542::CN::Sandbox_SpearFishing = "鱼叉捕鱼",
3539114542::EN::Sandbox_SpearFishing_AnglerBonus = "Angler Bonus",
3539114542::CN::Sandbox_SpearFishing_AnglerBonus = "垂钓者特质加成",
3539114542::EN::Sandbox_SpearFishing_AnglerBonus_tooltip = "Catch chance bonus for 'Angler' trait",
3539114542::CN::Sandbox_SpearFishing_AnglerBonus_tooltip = "'垂钓者'特质带来的捕获概率加成",
3539114542::EN::Sandbox_SpearFishing_BaseCatchChance = "Base Catch Chance",
3539114542::CN::Sandbox_SpearFishing_BaseCatchChance = "基础捕获概率",
3539114542::EN::Sandbox_SpearFishing_BaseCatchChance_tooltip = "Base chance to catch something when spear fishing",
3539114542::CN::Sandbox_SpearFishing_BaseCatchChance_tooltip = "使用鱼叉捕鱼时的基础捕获概率",
3539114542::EN::Sandbox_SpearFishing_BigFishChance = "Big Fish Chance",
3539114542::CN::Sandbox_SpearFishing_BigFishChance = "大鱼捕获概率",
3539114542::EN::Sandbox_SpearFishing_BigFishChance_tooltip = "Probability of catching big fish on successful attempt",
3539114542::CN::Sandbox_SpearFishing_BigFishChance_tooltip = "成功捕获时获得大鱼的概率",
3539114542::EN::Sandbox_SpearFishing_CatchChancePerLevel = "Catch Chance Per Level",
3539114542::CN::Sandbox_SpearFishing_CatchChancePerLevel = "每级捕获概率加成",
3539114542::EN::Sandbox_SpearFishing_CatchChancePerLevel_tooltip = "Catch chance increases per fishing skill level",
3539114542::CN::Sandbox_SpearFishing_CatchChancePerLevel_tooltip = "每级钓鱼技能提升的捕获概率",
3539114542::EN::Sandbox_SpearFishing_ClumsyPenalty = "Clumsy Penalty",
3539114542::CN::Sandbox_SpearFishing_ClumsyPenalty = "笨拙特质惩罚",
3539114542::EN::Sandbox_SpearFishing_ClumsyPenalty_tooltip = "Catch chance penalty for 'Clumsy' trait",
3539114542::CN::Sandbox_SpearFishing_ClumsyPenalty_tooltip = "'笨拙'特质带来的捕获概率惩罚",
3539114542::EN::Sandbox_SpearFishing_EagleEyedBonus = "Eagle Eyed Bonus",
3539114542::CN::Sandbox_SpearFishing_EagleEyedBonus = "鹰眼特质加成",
3539114542::EN::Sandbox_SpearFishing_EagleEyedBonus_tooltip = "Catch chance bonus for 'Eagle Eyed' trait",
3539114542::CN::Sandbox_SpearFishing_EagleEyedBonus_tooltip = "'鹰眼'特质带来的捕获概率加成",
3539114542::EN::Sandbox_SpearFishing_EnableFishDepletion = "Enable Fish Depletion",
3539114542::CN::Sandbox_SpearFishing_EnableFishDepletion = "启用鱼类枯竭机制",
3539114542::EN::Sandbox_SpearFishing_EnableFishDepletion_tooltip = "Enable fish depletion in water bodies from intensive fishing",
3539114542::CN::Sandbox_SpearFishing_EnableFishDepletion_tooltip = "启用因密集捕鱼导致的水域鱼类枯竭机制",
3539114542::EN::Sandbox_SpearFishing_RainModifier = "Rain Modifier",
3539114542::CN::Sandbox_SpearFishing_RainModifier = "雨天加成",
3539114542::EN::Sandbox_SpearFishing_RainModifier_tooltip = "When raining, increases the chance of catching fish",
3539114542::CN::Sandbox_SpearFishing_RainModifier_tooltip = "雨天会增加捕鱼成功率",
3539114542::EN::Sandbox_SpearFishing_RecoveryHours = "Fish Recovery Hours",
3539114542::CN::Sandbox_SpearFishing_RecoveryHours = "鱼类恢复时间 (小时)",
3539114542::EN::Sandbox_SpearFishing_RecoveryHours_tooltip = "How many hours does it take for fish to recover in a depleted area of a reservoir",
3539114542::CN::Sandbox_SpearFishing_RecoveryHours_tooltip = "枯竭水域中的鱼类需要多少小时才能恢复",
3539114542::EN::Sandbox_SpearFishing_SeasonWinterModifier = "Winter Season Modifier",
3539114542::CN::Sandbox_SpearFishing_SeasonWinterModifier = "冬季季节修正",
3539114542::EN::Sandbox_SpearFishing_SeasonWinterModifier_tooltip = "Winter season effect on catch chance",
3539114542::CN::Sandbox_SpearFishing_SeasonWinterModifier_tooltip = "冬季季节对捕获概率的影响",
3539114542::EN::Sandbox_SpearFishing_ShortSightedPenalty = "Short Sighted Penalty",
3539114542::CN::Sandbox_SpearFishing_ShortSightedPenalty = "近视特质惩罚",
3539114542::EN::Sandbox_SpearFishing_ShortSightedPenalty_tooltip = "Catch chance penalty for 'Short Sighted' trait (without glasses)",
3539114542::CN::Sandbox_SpearFishing_ShortSightedPenalty_tooltip = "'近视'特质带来的捕获概率惩罚 (未佩戴眼镜时)",
3539114542::EN::Sandbox_SpearFishing_SmallFishChance = "Small Fish Chance",
3539114542::CN::Sandbox_SpearFishing_SmallFishChance = "小鱼捕获概率",
3539114542::EN::Sandbox_SpearFishing_SmallFishChance_tooltip = "Probability of catching small fish on successful attempt",
3539114542::CN::Sandbox_SpearFishing_SmallFishChance_tooltip = "成功捕获时获得小鱼的概率",
3539114542::EN::Sandbox_SpearFishing_TimeDawnDuskModifier = "Dawn/Dusk Time Modifier",
3539114542::CN::Sandbox_SpearFishing_TimeDawnDuskModifier = "黎明/黄昏时段修正",
3539114542::EN::Sandbox_SpearFishing_TimeDawnDuskModifier_tooltip = "Catch chance bonus during dawn and dusk hours",
3539114542::CN::Sandbox_SpearFishing_TimeDawnDuskModifier_tooltip = "黎明和黄昏时段的捕获概率加成",
3539114542::EN::Sandbox_SpearFishing_TrashBaseChance = "Base Trash Chance",
3539114542::CN::Sandbox_SpearFishing_TrashBaseChance = "基础垃圾概率",
3539114542::EN::Sandbox_SpearFishing_TrashBaseChance_tooltip = "Initial chance to catch trash instead of fish",
3539114542::CN::Sandbox_SpearFishing_TrashBaseChance_tooltip = "捕获垃圾而非鱼类的初始概率",
3539114542::EN::Sandbox_SpearFishing_TrashReductionPerLevel = "Trash Reduction Per Level",
3539114542::CN::Sandbox_SpearFishing_TrashReductionPerLevel = "每级垃圾概率减少",
3539114542::EN::Sandbox_SpearFishing_TrashReductionPerLevel_tooltip = "Reduction in trash chance per fishing level",
3539114542::CN::Sandbox_SpearFishing_TrashReductionPerLevel_tooltip = "每级钓鱼技能减少的垃圾概率",
3539114542::EN::Sandbox_SpearFishing_WearBigChance = "Spear Wear Chance (Big Fish)",
3539114542::CN::Sandbox_SpearFishing_WearBigChance = "鱼叉损耗概率 (大鱼)",
3539114542::EN::Sandbox_SpearFishing_WearBigChance_tooltip = "Chance of spear damage when catching big fish",
3539114542::CN::Sandbox_SpearFishing_WearBigChance_tooltip = "捕获大鱼时鱼叉损坏的概率",
3539114542::EN::Sandbox_SpearFishing_WearReductionPerLevel = "Wear Reduction Per Level",
3539114542::CN::Sandbox_SpearFishing_WearReductionPerLevel = "每级损耗概率减少",
3539114542::EN::Sandbox_SpearFishing_WearReductionPerLevel_tooltip = "Reduction in spear wear chance per fishing level",
3539114542::CN::Sandbox_SpearFishing_WearReductionPerLevel_tooltip = "每级钓鱼技能减少的鱼叉损耗概率",
3539114542::EN::Sandbox_SpearFishing_WearSmallChance = "Spear Wear Chance (Small Fish)",
3539114542::CN::Sandbox_SpearFishing_WearSmallChance = "鱼叉损耗概率 (小鱼)",
3539114542::EN::Sandbox_SpearFishing_WearSmallChance_tooltip = "Chance of spear damage when catching small fish",
3539114542::CN::Sandbox_SpearFishing_WearSmallChance_tooltip = "捕获小鱼时鱼叉损坏的概率",
3539114542::EN::Sandbox_SpearFishing_WindHighPenalty = "Strong Wind Penalty",
3539114542::CN::Sandbox_SpearFishing_WindHighPenalty = "强风惩罚",
3539114542::EN::Sandbox_SpearFishing_WindHighPenalty_tooltip = "Strong wind effect on catch chance (decreases)",
3539114542::CN::Sandbox_SpearFishing_WindHighPenalty_tooltip = "强风对捕获概率的负面影响",
3539114542::EN::Sandbox_SpearFishing_WindMediumPenalty = "Medium Wind Penalty",
3539114542::CN::Sandbox_SpearFishing_WindMediumPenalty = "中风惩罚",
3539114542::EN::Sandbox_SpearFishing_WindMediumPenalty_tooltip = "Medium wind effect on catch chance (decreases)",
3539114542::CN::Sandbox_SpearFishing_WindMediumPenalty_tooltip = "中风对捕获概率的负面影响",
3539114542::EN::Sandbox_SpearFishing_XPBigFish = "XP for Big Fish",
3539114542::CN::Sandbox_SpearFishing_XPBigFish = "大鱼经验值",
3539114542::EN::Sandbox_SpearFishing_XPBigFish_tooltip = "Experience gained when catching big fish",
3539114542::CN::Sandbox_SpearFishing_XPBigFish_tooltip = "捕获大鱼获得的经验值",
3539114542::EN::Sandbox_SpearFishing_XPSmallFish = "XP for Small Fish",
3539114542::CN::Sandbox_SpearFishing_XPSmallFish = "小鱼经验值",
3539114542::EN::Sandbox_SpearFishing_XPSmallFish_tooltip = "Experience gained when catching small fish",
3539114542::CN::Sandbox_SpearFishing_XPSmallFish_tooltip = "捕获小鱼获得的经验值",
3539114542::EN::Sandbox_SpearFishing_XPTrash = "XP for Trash",
3539114542::CN::Sandbox_SpearFishing_XPTrash = "垃圾经验值",
3539114542::EN::Sandbox_SpearFishing_XPTrash_tooltip = "Experience gained when catching trash",
3539114542::CN::Sandbox_SpearFishing_XPTrash_tooltip = "捕获垃圾获得的经验值",


------ 3203159242 ::  Wearable Towels [B41/B42] ------

3203159242::EN::ContextMenu_On Bottom = "Tie around waist",
3203159242::CN::ContextMenu_On Bottom = "缠在腰上",
3203159242::EN::ContextMenu_On Head = "Tie around head",
3203159242::CN::ContextMenu_On Head = "缠在头上",
3203159242::EN::ContextMenu_On Top = "Tie around chest",
3203159242::CN::ContextMenu_On Top = "缠在胸前",
3203159242::EN::ItemName_Base.TowelBottom = "Bath Towel",
3203159242::CN::ItemName_Base.TowelBottom = "毛巾",
3203159242::EN::ItemName_Base.TowelHat = "Bath Towel",
3203159242::CN::ItemName_Base.TowelHat = "毛巾",
3203159242::EN::ItemName_Base.TowelTop = "Bath Towel",
3203159242::CN::ItemName_Base.TowelTop = "毛巾",
3203159242::EN::MakeWearable = "Make Towel Wearable",
3203159242::CN::MakeWearable = "将毛巾绑在身上",
3203159242::EN::RevertToDrainable = "Revert to Drainable",
3203159242::CN::RevertToDrainable = "恢复为普通毛巾",
3203159242::EN::Recipe_Make_Acorn_Coffee = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Acorn_Coffee = "制作橡子咖啡",
3203159242::EN::Recipe_Make_Antibiotics_Compress = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Antibiotics_Compress = "制作抗生素敷料",
3203159242::EN::Recipe_Make_Antidepressants_Compress = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Antidepressants_Compress = "制作抗抑郁敷料",
3203159242::EN::Recipe_Make_Biofuel = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Biofuel = "制作生物燃料",
3203159242::EN::Recipe_Make_Black_Sage_Poultice = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Black_Sage_Poultice = "制作黑鼠尾草药膏",
3203159242::EN::Recipe_Make_Bottle_of_Disinfectant = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Bottle_of_Disinfectant = "制作瓶装消毒剂",
3203159242::EN::Recipe_Make_Bowl_of_Chips = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Bowl_of_Chips = "制作一碗薯片",
3203159242::EN::Recipe_Make_Butter = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Butter = "制作黄油",
3203159242::EN::Recipe_Make_Common_Mallow_Poultice = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Common_Mallow_Poultice = "制作普通锦葵药膏",
3203159242::EN::Recipe_Make_Corn_Flour = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Corn_Flour = "制作玉米粉",
3203159242::EN::Recipe_Make_Dried_Mushrooms = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Dried_Mushrooms = "制作干蘑菇",
3203159242::EN::Recipe_Make_Ginseng_Infusion = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Ginseng_Infusion = "制作人参浸剂",
3203159242::EN::Recipe_Make_Ginseng_Poultice = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Ginseng_Poultice = "制作人参药膏",
3203159242::EN::Recipe_Make_Granola_Bars = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Granola_Bars = "制作燕麦棒",
3203159242::EN::Recipe_Make_Honey = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Honey = "制作蜂蜜",
3203159242::EN::Recipe_Make_Lemongrass_Remedy_Bottled = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Lemongrass_Remedy_Bottled = "制作瓶装柠檬草药剂",
3203159242::EN::Recipe_Make_Lemongrass_Remedy_Uncooked = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Lemongrass_Remedy_Uncooked = "制作未煮的柠檬草药剂",
3203159242::EN::Recipe_Make_Maple_Syrup_Bottled = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Maple_Syrup_Bottled = "制作瓶装枫糖浆",
3203159242::EN::Recipe_Make_Painkiller_Compress = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Painkiller_Compress = "制作止痛敷料",
3203159242::EN::Recipe_Make_Pot_of_Sap = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Pot_of_Sap = "制作树液锅",
3203159242::EN::Recipe_Make_Rice_Milk = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Rice_Milk = "制作米浆",
3203159242::EN::Recipe_Make_Saucepan_of_Disinfectant = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Saucepan_of_Disinfectant = "制作消毒剂锅",
3203159242::EN::Recipe_Make_Soap = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Soap = "制作肥皂",
3203159242::EN::Recipe_Make_Toasted_Acorn = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Toasted_Acorn = "制作烤橡子",
3203159242::EN::Recipe_Make_Tortilla = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Tortilla = "制作玉米饼",
3203159242::EN::Recipe_Make_Tortilla_Chips = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Tortilla_Chips = "制作玉米片",
3203159242::EN::Recipe_Make_Vegetable_Oil = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Vegetable_Oil = "制作植物油",
3203159242::EN::Recipe_Write_Herbalist_for_Dummies = "======Original Text Missing====",
3203159242::CN::Recipe_Write_Herbalist_for_Dummies = "撰写《草药医生入门》",
3203159242::EN::Recipe_Make_Wearable = "======Original Text Missing====",
3203159242::CN::Recipe_Make_Wearable = "使其可以穿在身上",
3203159242::EN::Recipe_Reverse = "======Original Text Missing====",
3203159242::CN::Recipe_Reverse = "使其变回原样",
3203159242::EN::Recipe_MakeWearable = "======Original Text Missing====",
3203159242::CN::Recipe_MakeWearable = "将毛巾绑在身上",
3203159242::EN::Recipe_RevertToDrainable = "======Original Text Missing====",
3203159242::CN::Recipe_RevertToDrainable = "恢复为普通毛巾",


------ 2740991142 :: darlak's Full Ghillie Sniper Operator [B41/B42] ------

2740991142::EN::ContextMenu_WithMask = "With Mask",
2740991142::CN::ContextMenu_WithMask = "带面罩",
2740991142::EN::ContextMenu_WithTrail = "Without Trail",
2740991142::CN::ContextMenu_WithTrail = "无拖尾",
2740991142::EN::ContextMenu_WithoutMask = "Without Mask",
2740991142::CN::ContextMenu_WithoutMask = "无面罩",
2740991142::EN::ContextMenu_WithoutTrail = "With Trail",
2740991142::CN::ContextMenu_WithoutTrail = "带拖尾",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Desert = "Ghillie Suit (Desert) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Desert = "吉利服靴子 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Forest = "Ghillie Suit (Forest) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Forest = "吉利服靴子 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Urban = "Ghillie Suit (Urban) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Urban = "吉利服靴子 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Winter = "Ghillie Suit (Winter) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_BootsTrail_Winter = "吉利服靴子 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Boots_Desert = "Ghillie Suit (Desert) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Boots_Desert = "吉利服靴子 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Boots_Forest = "Ghillie Suit (Forest) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Boots_Forest = "吉利服靴子 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Boots_Urban = "Ghillie Suit (Urban) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Boots_Urban = "吉利服靴子 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Boots_Winter = "Ghillie Suit (Winter) - Boots",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Boots_Winter = "吉利服靴子 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_CapOut_Desert = "Ghillie Suit (Desert) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_CapOut_Desert = "吉利服帽子 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_CapOut_Forest = "Ghillie Suit (Forest) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_CapOut_Forest = "吉利服帽子 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_CapOut_Urban = "Ghillie Suit (Urban) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_CapOut_Urban = "吉利服帽子 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_CapOut_Winter = "Ghillie Suit (Winter) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_CapOut_Winter = "吉利服帽子 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Cap_Desert = "Ghillie Suit (Desert) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Cap_Desert = "吉利服帽子 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Cap_Forest = "Ghillie Suit (Forest) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Cap_Forest = "吉利服帽子 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Cap_Urban = "Ghillie Suit (Urban) - Cap",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Cap_Urban = "吉利服帽子 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Cap_Winter = "Ghillie Suit (Winter) - Cap",
